2017-10-04	778
2017-10-05	824
2017-10-06	430
2017-10-07	170
2017-10-08	486
2017-10-09	094
2017-10-10	228
2017-10-11	130
2017-10-12	803
2017-10-13	577
2017-10-14	650
2017-10-15	978
2017-10-16	621
2017-10-17	587
2017-10-18	005
2017-10-19	770
2017-10-20	480
2017-10-21	635
2017-10-22	016
2017-10-23	679
2017-10-24	996
2017-10-25	487
2017-10-26	629
2017-10-27	354
2017-10-28	438
2017-10-29	665
2017-10-30	318
2017-10-31	167
2017-11-01	114
2017-11-02	776
2017-11-03	835
2017-11-04	306
2017-11-05	259
2017-11-06	878
2017-11-07	365
2017-11-08	176
2017-11-09	895
2017-11-10	989
2017-11-11	813
2017-11-12	927
2017-11-13	066
2017-11-14	896
2017-11-15	391
2017-11-16	634
2017-11-17	324
2017-11-18	862
2017-11-19	019
2017-11-20	400
2017-11-21	317
2017-11-22	295
2017-11-23	723
2017-11-24	933
2017-11-25	254
2017-11-26	424
2017-11-27	576
2017-11-28	144
2017-11-29	041
2017-11-30	475
2017-12-01	381
2017-12-02	398
2017-12-03	022
2017-12-04	378
2017-12-05	856
2017-12-06	872
2017-12-07	722
2017-12-08	086
2017-12-09	761
2017-12-10	350
2017-12-11	628
2017-12-12	731
2017-12-13	505
2017-12-14	046
2017-12-15	974
2017-12-16	694
2017-12-17	675
2017-12-18	017
2017-12-19	442
2017-12-20	851
2017-12-21	282
2017-12-22	657
2017-12-23	034
2017-12-24	455
2017-12-25	954
2017-12-26	425
2017-12-27	441
2017-12-28	543
2017-12-29	104
2017-12-30	975
2017-12-31	329
2018-01-01	420
2018-01-02	772
2018-01-03	082
2018-01-04	416
2018-01-05	843
2018-01-06	476
2018-01-07	700
2018-01-08	638
2018-01-09	645
2018-01-10	547
2018-01-11	297
2018-01-12	497
2018-01-13	274
2018-01-14	617
2018-01-15	925
2018-01-16	676
2018-01-17	044
2018-01-18	633
2018-01-19	126
2018-01-20	394
2018-01-21	714
2018-01-22	930
2018-01-23	582
2018-01-24	128
2018-01-25	579
2018-01-26	489
2018-01-27	570
2018-01-28	840
2018-01-29	387
2018-01-30	735
2018-01-31	201
2018-02-01	917
2018-02-02	169
2018-02-03	363
2018-02-04	647
2018-02-05	436
2018-02-06	527
2018-02-07	560
2018-02-08	352
2018-02-09	236
2018-02-10	048
2018-02-11	461
2018-02-12	853
2018-02-13	682
2018-02-14	575
2018-02-15	452
2018-02-16	717
2018-02-17	792
2018-02-18	960
2018-02-19	897
2018-02-20	412
2018-02-21	202
2018-02-22	912
2018-02-23	979
2018-02-24	434
2018-02-25	745
2018-02-26	981
2018-02-27	453
2018-02-28	613
2018-03-01	163
2018-03-02	495
2018-03-03	861
2018-03-04	210
2018-03-05	550
2018-03-06	580
2018-03-07	885
2018-03-08	302
2018-03-09	021
2018-03-10	437
2018-03-11	084
2018-03-12	669
2018-03-13	129
2018-03-14	500
2018-03-15	823
2018-03-16	501
2018-03-17	087
2018-03-18	211
2018-03-19	091
2018-03-20	240
2018-03-21	880
2018-03-22	014
2018-03-23	399
2018-03-24	101
2018-03-25	263
2018-03-26	040
2018-03-27	385
2018-03-28	980
2018-03-29	184
2018-03-30	353
2018-03-31	100
2018-04-01	810
2018-04-02	793
2018-04-03	464
2018-04-04	371
2018-04-05	152
2018-04-06	296
2018-04-07	467
2018-04-08	771
2018-04-09	447
2018-04-10	831
2018-04-11	832
2018-04-12	458
2018-04-13	909
2018-04-14	299
2018-04-15	217
2018-04-16	085
2018-04-17	145
2018-04-18	110
2018-04-19	616
2018-04-20	781
2018-04-21	396
2018-04-22	802
2018-04-23	767
2018-04-24	457
2018-04-25	321
2018-04-26	292
2018-04-27	753
2018-04-28	825
2018-04-29	533
2018-04-30	685
2018-05-01	967
2018-05-02	374
2018-05-03	358
2018-05-04	704
2018-05-05	161
2018-05-06	836
2018-05-07	050
2018-05-08	465
2018-05-09	293
2018-05-10	474
2018-05-11	934
2018-05-12	392
2018-05-13	867
2018-05-14	150
2018-05-15	697
2018-05-16	395
2018-05-17	684
2018-05-18	815
2018-05-19	300
2018-05-20	588
2018-05-21	508
2018-05-22	483
2018-05-23	051
2018-05-24	907
2018-05-25	787
2018-05-26	286
2018-05-27	953
2018-05-28	961
2018-05-29	600
2018-05-30	652
2018-05-31	134
2018-06-01	484
2018-06-02	102
2018-06-03	923
2018-06-04	179
2018-06-05	224
2018-06-06	193
2018-06-07	337
2018-06-08	871
2018-06-09	744
2018-06-10	726
2018-06-11	524
2018-06-12	797
2018-06-13	606
2018-06-14	732
2018-06-15	343
2018-06-16	113
2018-06-17	739
2018-06-18	226
2018-06-19	608
2018-06-20	093
2018-06-21	928
2018-06-22	058
2018-06-23	332
2018-06-24	691
2018-06-25	998
2018-06-26	278
2018-06-27	970
2018-06-28	760
2018-06-29	957
2018-06-30	410
2018-07-01	319
2018-07-02	522
2018-07-03	518
2018-07-04	108
2018-07-05	774
2018-07-06	000
2018-07-07	429
2018-07-08	284
2018-07-09	115
2018-07-10	883
2018-07-11	795
2018-07-12	686
2018-07-13	045
2018-07-14	168
2018-07-15	889
2018-07-16	962
2018-07-17	901
2018-07-18	540
2018-07-19	445
2018-07-20	594
2018-07-21	762
2018-07-22	749
2018-07-23	345
2018-07-24	357
2018-07-25	095
2018-07-26	010
2018-07-27	937
2018-07-28	081
2018-07-29	598
2018-07-30	238
2018-07-31	054
2018-08-01	063
2018-08-02	564
2018-08-03	198
2018-08-04	409
2018-08-05	775
2018-08-06	119
2018-08-07	231
2018-08-08	539
2018-08-09	279
2018-08-10	805
2018-08-11	239
2018-08-12	098
2018-08-13	276
2018-08-14	067
2018-08-15	535
2018-08-16	658
2018-08-17	946
2018-08-18	693
2018-08-19	403
2018-08-20	509
2018-08-21	794
2018-08-22	568
2018-08-23	414
2018-08-24	969
2018-08-25	186
2018-08-26	690
2018-08-27	271
2018-08-28	948
2018-08-29	237
2018-08-30	262
2018-08-31	158
2018-09-01	334
2018-09-02	552
2018-09-03	004
2018-09-04	661
2018-09-05	567
2018-09-06	212
2018-09-07	994
2018-09-08	536
2018-09-09	479
2018-09-10	137
2018-09-11	517
2018-09-12	614
2018-09-13	310
2018-09-14	636
2018-09-15	316
2018-09-16	389
2018-09-17	071
2018-09-18	075
2018-09-19	070
2018-09-20	346
2018-09-21	804
2018-09-22	026
2018-09-23	715
2018-09-24	709
2018-09-25	338
2018-09-26	756
2018-09-27	932
2018-09-28	136
2018-09-29	734
2018-09-30	154
2018-10-01	253
2018-10-02	277
2018-10-03	566
2018-10-04	189
2018-10-05	195
2018-10-06	322
2018-10-07	448
2018-10-08	493
2018-10-09	593
2018-10-10	025
2018-10-11	386
2018-10-12	485
2018-10-13	921
2018-10-14	525
2018-10-15	223
2018-10-16	294
2018-10-17	703
2018-10-18	207
2018-10-19	246
2018-10-20	583
2018-10-21	689
2018-10-22	382
2018-10-23	513
2018-10-24	866
2018-10-25	976
2018-10-26	526
2018-10-27	008
2018-10-28	496
2018-10-29	956
2018-10-30	407
2018-10-31	783
2018-11-01	344
2018-11-02	214
2018-11-03	784
2018-11-04	719
2018-11-05	746
2018-11-06	751
2018-11-07	335
2018-11-08	894
2018-11-09	172
2018-11-10	602
2018-11-11	056
2018-11-12	092
2018-11-13	069
2018-11-14	449
2018-11-15	585
2018-11-16	348
2018-11-17	984
2018-11-18	997
2018-11-19	838
2018-11-20	006
2018-11-21	892
2018-11-22	668
2018-11-23	194
2018-11-24	596
2018-11-25	267
2018-11-26	788
2018-11-27	355
2018-11-28	520
2018-11-29	142
2018-11-30	368
2018-12-01	405
2018-12-02	654
2018-12-03	790
2018-12-04	695
2018-12-05	537
2018-12-06	877
2018-12-07	190
2018-12-08	615
2018-12-09	581
2018-12-10	820
2018-12-11	450
2018-12-12	558
2018-12-13	949
2018-12-14	364
2018-12-15	015
2018-12-16	630
2018-12-17	230
2018-12-18	220
2018-12-19	482
2018-12-20	646
2018-12-21	569
2018-12-22	383
2018-12-23	511
2018-12-24	964
2018-12-25	233
2018-12-26	968
2018-12-27	664
2018-12-28	222
2018-12-29	191
2018-12-30	622
2018-12-31	857
2019-01-01	943
2019-01-02	705
2019-01-03	531
2019-01-04	131
2019-01-05	642
2019-01-06	706
2019-01-07	707
2019-01-08	898
2019-01-09	801
2019-01-10	800
2019-01-11	730
2019-01-12	721
2019-01-13	304
2019-01-14	515
2019-01-15	055
2019-01-16	546
2019-01-17	244
2019-01-18	088
2019-01-19	146
2019-01-20	750
2019-01-21	320
2019-01-22	061
2019-01-23	347
2019-01-24	143
2019-01-25	696
2019-01-26	270
2019-01-27	162
2019-01-28	942
2019-01-29	187
2019-01-30	632
2019-01-31	470
2019-02-01	834
2019-02-02	138
2019-02-03	940
2019-02-04	043
2019-02-05	631
2019-02-06	846
2019-02-07	988
2019-02-08	065
2019-02-09	738
2019-02-10	280
2019-02-11	973
2019-02-12	080
2019-02-13	740
2019-02-14	757
2019-02-15	905
2019-02-16	111
2019-02-17	038
2019-02-18	879
2019-02-19	952
2019-02-20	285
2019-02-21	677
2019-02-22	367
2019-02-23	002
2019-02-24	610
2019-02-25	314
2019-02-26	132
2019-02-27	639
2019-02-28	712
2019-03-01	159
2019-03-02	133
2019-03-03	336
2019-03-04	510
2019-03-05	884
2019-03-06	506
2019-03-07	595
2019-03-08	578
2019-03-09	261
2019-03-10	557
2019-03-11	768
2019-03-12	018
2019-03-13	369
2019-03-14	986
2019-03-15	327
2019-03-16	864
2019-03-17	919
2019-03-18	426
2019-03-19	821
2019-03-20	023
2019-03-21	605
2019-03-22	603
2019-03-23	777
2019-03-24	819
2019-03-25	827
2019-03-26	074
2019-03-27	090
2019-03-28	785
2019-03-29	752
2019-03-30	325
2019-03-31	180
2019-04-01	842
2019-04-02	532
2019-04-03	926
2019-04-04	904
2019-04-05	563
2019-04-06	782
2019-04-07	406
2019-04-08	106
2019-04-09	171
2019-04-10	936
2019-04-11	413
2019-04-12	742
2019-04-13	906
2019-04-14	057
2019-04-15	935
2019-04-16	340
2019-04-17	492
2019-04-18	963
2019-04-19	105
2019-04-20	681
2019-04-21	291
2019-04-22	241
2019-04-23	900
2019-04-24	521
2019-04-25	490
2019-04-26	708
2019-04-27	584
2019-04-28	323
2019-04-29	182
2019-04-30	680
2019-05-01	727
2019-05-02	203
2019-05-03	408
2019-05-04	903
2019-05-05	913
2019-05-06	860
2019-05-07	551
2019-05-08	876
2019-05-09	822
2019-05-10	914
2019-05-11	206
2019-05-12	985
2019-05-13	977
2019-05-14	478
2019-05-15	118
2019-05-16	411
2019-05-17	331
2019-05-18	623
2019-05-19	655
2019-05-20	720
2019-05-21	554
2019-05-22	990
2019-05-23	559
2019-05-24	759
2019-05-25	604
2019-05-26	553
2019-05-27	590
2019-05-28	120
2019-05-29	643
2019-05-30	972
2019-05-31	361
2019-06-01	586
2019-06-02	287
2019-06-03	096
2019-06-04	491
2019-06-05	401
2019-06-06	256
2019-06-07	818
2019-06-08	729
2019-06-09	379
2019-06-10	542
2019-06-11	298
2019-06-12	959
2019-06-13	024
2019-06-14	519
2019-06-15	769
2019-06-16	710
2019-06-17	716
2019-06-18	216
2019-06-19	275
2019-06-20	249
2019-06-21	549
2019-06-22	671
2019-06-23	625
2019-06-24	039
2019-06-25	160
2019-06-26	692
2019-06-27	339
2019-06-28	548
2019-06-29	081
2019-06-30	701
2019-07-01	176
2019-07-02	805
2019-07-03	096
2019-07-04	252
2019-07-05	967
2019-07-06	547
2019-07-07	910
2019-07-08	185
2019-07-09	323
2019-07-10	077
2019-07-11	167
2019-07-12	409
2019-07-13	417
2019-07-14	838
2019-07-15	410
2019-07-16	143
2019-07-17	533
2019-07-18	490
2019-07-19	447
2019-07-20	319
2019-07-21	538
2019-07-22	829
2019-07-23	802
2019-07-24	259
2019-07-25	442
2019-07-26	233
2019-07-27	402
2019-07-28	864
2019-07-29	889
2019-07-30	500
2019-07-31	828
2019-08-01	598
2019-08-02	281
2019-08-03	607
2019-08-04	056
2019-08-05	937
2019-08-06	640
2019-08-07	232
2019-08-08	559
2019-08-09	218
2019-08-10	112
2019-08-11	336
2019-08-12	951
2019-08-13	006
2019-08-14	683
2019-08-15	784
2019-08-16	751
2019-08-17	621
2019-08-18	669
2019-08-19	090
2019-08-20	356
2019-08-21	731
2019-08-22	630
2019-08-23	025
2019-08-24	894
2019-08-25	455
2019-08-26	166
2019-08-27	620
2019-08-28	957
2019-08-29	394
2019-08-30	002
2019-08-31	250
2019-09-01	050
2019-09-02	244
2019-09-03	247
2019-09-04	612
2019-09-05	914
2019-09-06	393
2019-09-07	549
2019-09-08	845
2019-09-09	560
2019-09-10	467
2019-09-11	581
2019-09-12	989
2019-09-13	219
2019-09-14	118
2019-09-15	035
2019-09-16	439
2019-09-17	566
2019-09-18	201
2019-09-19	770
2019-09-20	870
2019-09-21	225
2019-09-22	251
2019-09-23	541
2019-09-24	571
2019-09-25	419
2019-09-26	396
2019-09-27	843
2019-09-28	111
2019-09-29	661
2019-09-30	671
2019-10-01	833
2019-10-02	826
2019-10-03	809
2019-10-04	426
2019-10-05	946
2019-10-06	687
2019-10-07	554
2019-10-08	114
2019-10-09	635
2019-10-10	662
2019-10-11	255
2019-10-12	340
2019-10-13	798
2019-10-14	608
2019-10-15	734
2019-10-16	472
2019-10-17	360
2019-10-18	054
2019-10-19	049
2019-10-20	544
2019-10-21	771
2019-10-22	728
2019-10-23	073
2019-10-24	689
2019-10-25	126
2019-10-26	872
2019-10-27	198
2019-10-28	774
2019-10-29	764
2019-10-30	305
2019-10-31	187
2019-11-01	694
2019-11-02	633
2019-11-03	935
2019-11-04	371
2019-11-05	813
2019-11-06	564
2019-11-07	445
2019-11-08	768
2019-11-09	609
2019-11-10	391
2019-11-11	354
2019-11-12	960
2019-11-13	600
2019-11-14	791
2019-11-15	688
2019-11-16	099
2019-11-17	020
2019-11-18	492
2019-11-19	014
2019-11-20	236
2019-11-21	464
2019-11-22	558
2019-11-23	449
2019-11-24	629
2019-11-25	569
2019-11-26	537
2019-11-27	756
2019-11-28	461
2019-11-29	899
2019-11-30	740
2019-12-01	573
2019-12-02	246
2019-12-03	667
2019-12-04	470
2019-12-05	314
2019-12-06	975
2019-12-07	565
2019-12-08	674
2019-12-09	497
2019-12-10	210
2019-12-11	163
2019-12-12	732
2019-12-13	879
2019-12-14	275
2019-12-15	954
2019-12-16	906
2019-12-17	258
2019-12-18	808
2019-12-19	709
2019-12-20	268
2019-12-21	094
2019-12-22	874
2019-12-23	125
2019-12-24	991
2019-12-25	588
2019-12-26	368
2019-12-27	256
2019-12-28	084
2019-12-29	206
2019-12-30	785
2019-12-31	282
2020-01-01	974
2020-01-02	452
2020-01-03	750
2020-01-04	944
2020-01-05	414
2020-01-06	065
2020-01-07	459
2020-01-08	766
2020-01-09	322
2020-01-10	660
2020-01-11	875
2020-01-12	033
2020-01-13	135
2020-01-14	708
2020-01-15	729
2020-01-16	377
2020-01-17	596
2020-01-18	395
2020-01-19	752
2020-01-20	191
2020-01-21	242
2020-01-22	106
2020-01-23	142
2020-01-24	714
2020-01-25	586
2020-01-26	700
2020-01-27	036
2020-01-28	047
2020-01-29	107
2020-01-30	686
2020-01-31	253
2020-02-01	260
2020-02-02	001
2020-02-03	489
2020-02-04	196
2020-02-05	351
2020-02-06	691
2020-02-07	436
2020-02-08	966
2020-02-09	261
2020-02-10	624
2020-02-11	278
2020-02-12	652
2020-02-13	916
2020-02-14	361
2020-02-15	603
2020-02-16	349
2020-02-17	863
2020-02-18	897
2020-02-19	521
2020-02-20	302
2020-02-21	476
2020-02-22	141
2020-02-23	648
2020-02-24	720
2020-02-25	993
2020-02-26	831
2020-02-27	721
2020-02-28	484
2020-02-29	972
2020-03-01	159
2020-03-02	696
2020-03-03	005
2020-03-04	226
2020-03-05	325
2020-03-06	423
2020-03-07	272
2020-03-08	891
2020-03-09	331
2020-03-10	790
2020-03-11	061
2020-03-12	119
2020-03-13	178
2020-03-14	982
2020-03-15	753
2020-03-16	757
2020-03-17	672
2020-03-18	105
2020-03-19	942
2020-03-20	422
2020-03-21	430
2020-03-22	400
2020-03-23	254
2020-03-24	601
2020-03-25	929
2020-03-26	851
2020-03-27	881
2020-03-28	078
2020-03-29	429
2020-03-30	029
2020-03-31	605
2020-04-01	285
2020-04-02	516
2020-04-03	540
2020-04-04	643
2020-04-05	724
2020-04-06	788
2020-04-07	869
2020-04-08	744
2020-04-09	291
2020-04-10	773
2020-04-11	243
2020-04-12	153
2020-04-13	825
2020-04-14	130
2020-04-15	523
2020-04-16	491
2020-04-17	074
2020-04-18	976
2020-04-19	411
2020-04-20	868
2020-04-21	511
2020-04-22	587
2020-04-23	670
2020-04-24	333
2020-04-25	702
2020-04-26	222
2020-04-27	093
2020-04-28	342
2020-04-29	297
2020-04-30	465
2020-05-01	995
2020-05-02	416
2020-05-03	510
2020-05-04	487
2020-05-05	292
2020-05-06	886
2020-05-07	634
2020-05-08	917
2020-05-09	841
2020-05-10	924
2020-05-11	042
2020-05-12	022
2020-05-13	122
2020-05-14	172
2020-05-15	373
2020-05-16	725
2020-05-17	632
2020-05-18	137
2020-05-19	018
2020-05-20	128
2020-05-21	203
2020-05-22	149
2020-05-23	450
2020-05-24	271
2020-05-25	102
2020-05-26	545
2020-05-27	180
2020-05-28	144
2020-05-29	542
2020-05-30	830
2020-05-31	965
2020-06-01	679
2020-06-02	104
2020-06-03	852
2020-06-04	658
2020-06-05	121
2020-06-06	131
2020-06-07	169
2020-06-08	037
2020-06-09	884
2020-06-10	007
2020-06-11	270
2020-06-12	589
2020-06-13	478
2020-06-14	129
2020-06-15	909
2020-06-16	457
2020-06-17	408
2020-06-18	535
2020-06-19	615
2020-06-20	656
2020-06-21	775
2020-06-22	499
2020-06-23	151
2020-06-24	120
2020-06-25	460
2020-06-26	888
2020-06-27	132
2020-06-28	623
2020-06-29	145
2020-06-30	755
2020-07-01	013
2020-07-02	480
2020-07-03	508
2020-07-04	165
2020-07-05	902
2020-07-06	682
2020-07-07	370
2020-07-08	479
2020-07-09	425
2020-07-10	695
2020-07-11	969
2020-07-12	193
2020-07-13	786
2020-07-14	746
2020-07-15	676
2020-07-16	264
2020-07-17	401
2020-07-18	898
2020-07-19	963
2020-07-20	576
2020-07-21	451
2020-07-22	551
2020-07-23	856
2020-07-24	124
2020-07-25	741
2020-07-26	212
2020-07-27	403
2020-07-28	138
2020-07-29	115
2020-07-30	931
2020-07-31	415
2020-08-01	217
2020-08-02	091
2020-08-03	413
2020-08-04	355
2020-08-05	070
2020-08-06	777
2020-08-07	204
2020-08-08	583
2020-08-09	947
2020-08-10	024
2020-08-11	722
2020-08-12	045
2020-08-13	928
2020-08-14	797
2020-08-15	303
2020-08-16	871
2020-08-17	861
2020-08-18	509
2020-08-19	622
2020-08-20	376
2020-08-21	685
2020-08-22	739
2020-08-23	781
2020-08-24	769
2020-08-25	359
2020-08-26	192
2020-08-27	475
2020-08-28	213
2020-08-29	127
2020-08-30	956
2020-08-31	289
2020-09-01	454
2020-09-02	705
2020-09-03	059
2020-09-04	147
2020-09-05	711
2020-09-06	485
2020-09-07	294
2020-09-08	418
2020-09-09	636
2020-09-10	038
2020-09-11	378
2020-09-12	990
2020-09-13	646
2020-09-14	801
2020-09-15	392
2020-09-16	710
2020-09-17	522
2020-09-18	179
2020-09-19	912
2020-09-20	195
2020-09-21	052
2020-09-22	749
2020-09-23	681
2020-09-24	051
2020-09-25	174
2020-09-26	238
2020-09-27	156
2020-09-28	793
2020-09-29	194
2020-09-30	171
2020-10-01	804
2020-10-02	298
2020-10-03	616
2020-10-04	310
2020-10-05	155
2020-10-06	506
2020-10-07	160
2020-10-08	733
2020-10-09	150
2020-10-10	427
2020-10-11	873
2020-10-12	719
2020-10-13	440
2020-10-14	133
2020-10-15	651
2020-10-16	550
2020-10-17	512
2020-10-18	684
2020-10-19	979
2020-10-20	003
2020-10-21	878
2020-10-22	772
2020-10-23	614
2020-10-24	230
2020-10-25	819
2020-10-26	066
2020-10-27	893
2020-10-28	865
2020-10-29	486
2020-10-30	703
2020-10-31	367
2020-11-01	220
2020-11-02	034
2020-11-03	941
2020-11-04	504
2020-11-05	009
2020-11-06	939
2020-11-07	189
2020-11-08	432
2020-11-09	631
2020-11-10	599
2020-11-11	063
2020-11-12	999
2020-11-13	857
2020-11-14	053
2020-11-15	057
2020-11-16	666
2020-11-17	235
2020-11-18	824
2020-11-19	943
2020-11-20	365
2020-11-21	611
2020-11-22	468
2020-11-23	265
2020-11-24	463
2020-11-25	577
2020-11-26	986
2020-11-27	481
2020-11-28	848
2020-11-29	885
2020-11-30	953
2020-12-01	799
2020-12-02	836
2020-12-03	955
2020-12-04	334
2020-12-05	644
2020-12-06	161
2020-12-07	362
2020-12-08	345
2020-12-09	337
2020-12-10	738
2020-12-11	234
2020-12-12	000
2020-12-13	948
2020-12-14	812
2020-12-15	227
2020-12-16	182
2020-12-17	568
2020-12-18	446
2020-12-19	761
2020-12-20	981
2020-12-21	815
2020-12-22	849
2020-12-23	474
2020-12-24	231
2020-12-25	958
2020-12-26	529
2020-12-27	552
2020-12-28	276
2020-12-29	290
2020-12-30	862
2020-12-31	853
2021-01-01	718
2021-01-02	134
